time_stamp,AmbientConditions.AmbientHumidity.U.Actual,AmbientConditions.AmbientTemperature.U.Actual,Machine1.MotorAmperage.U.Actual,Machine1.MotorRPM.C.Actual,Machine1.MaterialPressure.U.Actual,Machine1.MaterialTemperature.U.Actual,Machine2.MotorAmperage.U.Actual,Machine2.MotorRPM.C.Actual,Machine2.MaterialPressure.U.Actual,Machine2.MaterialTemperature.U.Actual,Machine3.MotorAmperage.U.Actual,Machine3.MotorRPM.C.Actual,Machine3.MaterialPressure.U.Actual,Machine3.MaterialTemperature.U.Actual,Stage1.Output.Measurement0.U.Actual,Stage1.Output.Measurement0.U.Setpoint,Stage1.Output.Measurement1.U.Actual,Stage1.Output.Measurement1.U.Setpoint,Stage1.Output.Measurement2.U.Actual,Stage1.Output.Measurement2.U.Setpoint
6/3/2019 11:50,16.54,24.16,72.78,10.52,415.86,81.1,73.38,13.9,228.75,77.1,333.32,13.69,235.91,73.6,13.1,13.75,14.12,22.74,10.85,13.02
6/3/2019 11:50,16.54,24.16,73.86,10.48,416.77,81.1,73.25,13.94,229.4,76.9,335.12,13.59,236.56,73.6,13.1,13.75,14.04,22.74,10.83,13.02
6/3/2019 11:50,16.54,24.16,73.73,10.48,418.35,81.1,73.25,13.92,223.93,77.1,330.22,13.83,235.87,73.6,13.1,13.75,14.04,22.74,10.83,13.02
6/3/2019 11:50,16.54,24.16,73.19,10.48,412.22,81.1,73.44,13.84,222.65,76.9,334.47,13.62,236.36,73.6,13.12,13.75,14.09,22.74,10.82,13.02
6/3/2019 11:50,16.54,24.16,72.38,10.52,419.79,81.1,73.5,13.84,227.4,77,336.11,13.8,235.88,73.6,13.12,13.75,14.09,22.74,10.82,13.02
6/3/2019 11:50,16.54,24.16,71.98,10.52,410.94,81.1,73.19,13.92,229.18,77,334.25,13.7,235.94,73.6,13.12,13.75,14.09,22.74,10.82,13.02
6/3/2019 11:50,16.54,24.16,73.05,10.45,416.39,81.1,73.25,13.92,223.98,77,333.25,13.73,236.63,73.6,13.12,13.75,14.13,22.74,10.84,13.02
6/3/2019 11:50,16.54,24.16,73.86,10.48,415.87,81.1,73.38,13.89,223.8,77,332.96,13.74,235.9,73.6,13.12,13.75,14.13,22.74,10.84,13.02
6/3/2019 11:50,16.54,24.16,73.59,10.48,422.17,81.1,73.75,13.87,226.28,77,333.19,13.67,236.58,73.6,13.11,13.75,14.09,22.74,10.84,13.02
6/3/2019 11:50,16.54,24.16,72.52,10.52,411.6,81.1,73.56,13.92,228.83,77,339.2,13.72,235.88,73.6,13.11,13.75,14.09,22.74,10.84,13.02
6/3/2019 11:50,16.54,24.16,72.38,10.55,415.29,81.1,73,13.92,228.58,76.9,338.01,13.65,236.31,73.6,13.13,13.75,14.14,22.74,10.88,13.02
6/3/2019 11:50,16.54,24.16,71.84,10.52,412.99,81.1,73.13,13.87,226.88,77.1,333.63,13.75,235.9,73.6,13.13,13.75,14.14,22.74,10.88,13.02
6/3/2019 11:50,16.54,24.16,72.78,10.48,416.23,81.1,73.31,13.9,225.37,76.9,330.59,13.61,235.89,73.6,13.13,13.75,14.14,22.74,10.88,13.02
6/3/2019 11:50,16.54,24.16,73.46,10.48,414.29,81.1,73.69,13.94,228.55,77.1,334.54,13.63,235.87,73.6,13.1,13.75,14.11,22.74,10.86,13.02
6/3/2019 11:50,16.54,24.16,73.73,10.45,422.09,81.1,73.31,13.94,229.63,76.9,333.51,13.66,235.89,73.6,13.1,13.75,14.11,22.74,10.86,13.02
6/3/2019 11:50,16.54,24.16,72.92,10.52,415.43,81.1,73.19,13.86,225.6,77.1,328.1,13.63,236.24,73.6,13.1,13.75,14.09,22.74,10.91,13.02
6/3/2019 11:50,16.54,24.16,73.05,10.52,408.15,81.1,73.31,13.92,223.85,77.1,336.84,13.75,235.87,73.6,13.1,13.75,14.09,22.74,10.91,13.02
6/3/2019 11:50,16.54,24.16,73.46,10.48,415.76,81.1,73.25,13.86,227.8,76.9,333.46,13.75,236.57,73.6,13.1,13.75,14.09,22.74,10.91,13.02
6/3/2019 11:50,16.54,24.16,74.4,10.45,416.64,81.1,73.25,13.94,229.07,77.1,335.77,13.79,235.9,73.6,13.11,13.75,13.99,22.74,10.78,13.02
6/3/2019 11:50,16.54,24.16,74.13,10.52,418.93,81.1,73.5,13.95,223.42,77.1,333.02,13.71,236.36,73.6,13.11,13.75,13.99,22.74,10.78,13.02
6/3/2019 11:50,16.54,24.16,73.32,10.52,412.8,81.1,73.5,13.9,222.85,77.1,335.65,13.65,235.88,73.6,13.11,13.75,14.06,22.74,10.84,13.02
6/3/2019 11:50,16.54,24.16,72.38,10.52,420.51,81.1,73.56,13.91,226.5,77,333.63,13.67,236.06,73.6,13.11,13.75,14.06,22.74,10.84,13.02
6/3/2019 11:50,16.54,24.16,72.25,10.48,411.97,81.1,72.94,13.87,228.02,77,333.12,13.6,235.93,73.6,13.11,13.75,14.11,22.74,10.9,13.02
6/3/2019 11:50,16.54,24.16,72.92,10.48,416.65,81.1,72.94,13.86,226.2,77,336.98,13.65,235.92,73.6,13.11,13.75,14.11,22.74,10.9,13.02
6/3/2019 11:50,16.54,24.16,73.86,10.48,416.49,81.1,73.63,13.86,225.85,77,336.29,13.79,236.07,73.6,13.12,13.75,14.1,22.74,10.84,13.02
6/3/2019 11:50,16.54,24.16,73.73,10.52,422.36,81.1,73.56,13.91,225.15,76.9,339.71,13.62,235.89,73.6,13.12,13.75,14.1,22.74,10.84,13.02
6/3/2019 11:50,16.54,24.16,73.59,10.52,412.04,81.1,73.13,13.89,228.32,77.1,336.12,13.75,235.89,73.6,13.1,13.75,14.11,22.74,10.85,13.02
6/3/2019 11:51,16.54,24.16,72.52,10.48,415.89,81.1,73.25,13.9,229.37,76.9,337.39,13.58,235.94,73.6,13.1,13.75,14.11,22.74,10.85,13.02
6/3/2019 11:51,16.54,24.16,72.52,10.48,415,81.1,73.38,13.89,226.18,77.1,336.09,13.74,236.58,73.6,13.1,13.75,14.11,22.74,10.85,13.02
6/3/2019 11:51,16.54,24.16,73.19,10.48,418.23,81.1,73.63,13.86,224.9,76.9,339.73,13.65,236.33,73.6,13.08,13.75,13.96,22.74,10.71,13.02
6/3/2019 11:51,16.54,24.16,73.73,10.52,415.94,81.1,73.31,13.93,227.85,77.1,335.44,13.74,236.23,73.6,13.08,13.75,13.96,22.74,10.71,13.02
6/3/2019 11:51,16.54,24.16,73.19,10.48,424.1,81,73.31,13.92,229.05,77.1,335.7,13.84,235.9,73.6,13.09,13.75,14.06,22.74,10.76,13.02
6/3/2019 11:51,16.54,24.16,73.32,10.52,417.35,81,73.44,13.86,223.37,76.9,337.52,13.75,235.9,73.6,13.09,13.75,14.06,22.74,10.76,13.02
6/3/2019 11:51,16.54,24.16,72.52,10.45,410.48,81,73.38,13.85,221.98,77.1,330.91,13.73,236.24,73.6,13.12,13.75,14.06,22.74,10.83,13.02
6/3/2019 11:51,16.54,24.16,72.65,10.48,417.43,81,73.31,13.89,227.28,76.9,340.27,13.65,235.9,73.6,13.12,13.75,14.06,22.74,10.83,13.02
6/3/2019 11:51,16.54,24.16,73.73,10.48,417.82,81,72.94,13.95,229.07,77,333.43,13.76,236.55,73.6,13.12,13.75,14.06,22.74,10.83,13.02
6/3/2019 11:51,16.54,24.16,73.86,10.55,420.4,81,73.44,13.94,224.02,77,331.29,13.49,235.87,73.6,13.11,13.75,14.07,22.74,10.85,13.02
6/3/2019 11:51,16.54,24.16,73.05,10.52,412.82,81,73.69,13.91,223.38,77,335.66,13.68,235.87,73.6,13.11,13.75,14.07,22.74,10.85,13.02
6/3/2019 11:51,16.54,24.16,72.65,10.52,420.75,81.1,73.5,13.87,225.9,77,337.06,13.66,235.87,73.6,13.12,13.75,14.07,22.74,10.83,13.02
6/3/2019 11:51,16.54,24.16,72.25,10.52,412.83,81,73.06,13.93,228.48,77.1,337.39,13.55,235.87,73.7,13.12,13.75,14.07,22.74,10.83,13.02
6/3/2019 11:51,16.54,24.16,72.52,10.48,417.69,81,73.06,13.93,229.27,76.9,340.91,13.83,235.85,73.7,13.1,13.75,14.02,22.74,10.77,13.02
6/3/2019 11:51,16.54,24.16,73.46,10.52,417.43,81,73.69,13.86,226.75,76.9,331.64,13.75,235.84,73.7,13.1,13.75,14.02,22.74,10.77,13.02
6/3/2019 11:51,16.54,24.16,73.32,10.55,423.45,81,73.63,13.92,225.17,77.1,339.52,13.6,235.88,73.7,13.1,13.75,14.02,22.74,10.77,13.02
6/3/2019 11:51,16.54,24.16,72.65,10.52,413.44,81,73.38,13.87,228.7,76.9,339.32,13.73,235.87,73.7,13.11,13.75,13.98,22.74,10.74,13.02
6/3/2019 11:51,16.54,24.16,72.38,10.48,415.89,81,73.31,13.92,229.23,77.1,339.67,13.63,235.87,73.7,13.11,13.75,13.98,22.74,10.74,13.02
6/3/2019 11:51,16.54,24.16,72.25,10.48,415.19,81,73.44,13.9,225.2,76.9,335.6,13.74,235.92,73.6,13.15,13.75,14.11,22.74,10.86,13.02
6/3/2019 11:51,16.54,24.16,73.19,10.48,418.31,81,73.63,13.84,223.5,77.1,325.62,13.69,235.89,73.7,13.15,13.75,14.11,22.74,10.86,13.02
6/3/2019 11:51,16.54,24.16,73.59,10.48,416.83,81,73.25,13.89,227.72,77.1,334.54,13.7,235.86,73.7,13.1,13.75,14.06,22.74,10.78,13.02
6/3/2019 11:51,16.54,24.16,72.92,10.48,424.38,81,73.19,13.9,229.35,77,342.62,13.52,235.16,73.7,13.1,13.75,14.06,22.74,10.78,13.02
6/3/2019 11:51,16.54,24.16,72.65,10.52,418.19,81,73.31,13.92,223.63,77,334.47,13.48,235.84,73.7,13.1,13.75,14.06,22.74,10.78,13.02
6/3/2019 11:51,16.54,24.16,72.25,10.52,410.9,81,73.5,13.89,223.02,77,335.99,13.77,235.52,73.7,13.13,13.75,14.09,22.74,10.87,13.02
6/3/2019 11:51,16.54,24.16,72.78,10.45,417.44,81,73.44,13.91,226.45,77,335.53,13.74,235.89,73.7,13.13,13.75,14.09,22.74,10.87,13.02
6/3/2019 11:51,16.54,24.16,73.46,10.48,418.27,81,72.88,13.86,228.58,77,330.96,13.76,235.92,73.7,13.13,13.75,14.13,22.74,10.86,13.02
6/3/2019 11:51,16.54,24.16,73.46,10.52,419.75,81,73.38,13.89,227.55,77.1,334.03,13.59,235.93,73.7,13.13,13.75,14.13,22.74,10.86,13.02
6/3/2019 11:51,16.54,24.16,72.25,10.48,415.16,81,73.63,13.91,226.02,76.9,334.95,13.63,235.92,73.7,13.1,13.75,14.07,22.74,10.84,13.02
6/3/2019 11:51,16.54,24.16,72.52,10.48,421.3,81,73.56,13.94,225.33,77.1,332.64,13.79,235.89,73.7,13.1,13.75,14.07,22.74,10.84,13.02
6/3/2019 11:51,16.54,24.16,72.52,10.48,412.02,81,73.13,13.93,228.32,76.9,336.88,13.77,235.96,73.7,13.1,13.75,14.07,22.74,10.84,13.02
6/3/2019 11:51,16.54,24.16,72.92,10.48,418.18,81,72.94,13.91,229.32,77.1,336.23,13.65,236.22,73.7,13.13,13.75,14.08,22.74,10.85,13.02
6/3/2019 11:51,16.54,24.16,73.19,10.52,417.41,81,73.31,13.85,225.98,77.1,331.97,13.75,235.9,73.7,13.13,13.75,14.08,22.74,10.85,13.02
6/3/2019 11:51,16.54,24.16,73.19,10.52,423.01,81,73.38,13.85,224.32,76.9,331.39,13.58,236.66,73.7,13.11,13.75,14.07,22.74,10.79,13.02
6/3/2019 11:51,16.54,24.16,72.92,10.52,412.04,81,73.44,13.9,228.12,77.1,342.19,13.65,235.89,73.7,13.11,13.75,14.07,22.74,10.79,13.02
6/3/2019 11:51,16.54,24.16,72.92,10.52,418.18,81,73.13,13.87,229.07,76.9,334.11,13.61,236.43,73.7,13.1,13.75,14.04,22.74,10.79,13.02
6/3/2019 11:51,16.54,24.16,72.38,10.42,415.12,81,73.31,13.92,223.33,77.1,338.79,13.6,235.9,73.7,13.1,13.75,14.04,22.74,10.79,13.02
6/3/2019 11:51,16.54,24.16,73.46,10.52,418.53,81,73.44,13.85,222.52,77,332.65,13.69,236.28,73.7,13.1,13.75,14.06,22.74,10.78,13.02
6/3/2019 11:51,16.54,24.16,73.73,10.48,417.31,81,73.13,13.9,227.5,77,334.24,13.73,235.89,73.7,13.1,13.75,14.06,22.74,10.78,13.02
6/3/2019 11:51,16.54,24.16,73.46,10.55,425.91,81,73.06,13.95,228.72,77,331.69,13.76,236.01,73.7,13.1,13.75,14.06,22.74,10.78,13.02
6/3/2019 11:51,16.54,24.16,72.65,10.52,417.41,80.9,73.31,13.92,224.2,77,343.15,13.67,235.97,73.7,13.11,13.75,14.07,22.74,10.89,13.02
6/3/2019 11:51,16.54,24.16,72.38,10.48,411.22,80.9,73.63,13.92,223.28,77,334.01,13.71,235.91,73.7,13.11,13.75,14.07,22.74,10.89,13.02
6/3/2019 11:51,16.54,24.16,72.92,10.45,417.43,80.9,73.44,13.86,225.88,76.9,326.26,13.69,236.5,73.7,13.1,13.75,14.13,22.74,10.87,13.02
6/3/2019 11:51,16.54,24.16,73.59,10.48,418.97,80.9,72.88,13.89,228.48,77.1,331.64,13.79,235.91,73.7,13.1,13.75,14.13,22.74,10.87,13.02
6/3/2019 11:51,16.54,24.16,73.73,10.48,420.53,80.9,73.25,13.89,229.07,76.9,338.48,13.71,236.55,73.7,13.09,13.75,14.07,22.74,10.79,13.02
6/3/2019 11:51,16.54,24.16,73.46,10.55,415.11,80.9,73.44,13.92,226.25,77.1,343.11,13.82,235.89,73.7,13.09,13.75,14.07,22.74,10.79,13.02
6/3/2019 11:51,16.54,24.16,72.92,10.52,422.06,80.9,73.75,13.87,224.95,76.9,333.01,13.7,236.18,73.7,13.09,13.75,14.07,22.74,10.79,13.02
6/3/2019 11:51,16.54,24.16,72.25,10.48,413.56,80.9,73.31,13.89,228.33,77.1,337.27,13.46,235.92,73.7,13.1,13.75,14.03,22.74,10.78,13.02
6/3/2019 11:51,16.54,24.16,73.19,10.48,419.3,80.9,73.06,13.89,229.07,77.1,331.02,13.77,235.88,73.7,13.1,13.75,14.03,22.74,10.78,13.02
6/3/2019 11:51,16.54,24.16,73.73,10.48,418.97,80.9,73.25,13.91,223.08,76.9,338.93,13.67,236.66,73.7,13.12,13.75,14.05,22.74,10.89,13.02
6/3/2019 11:51,16.54,24.16,73.73,10.52,424.44,80.9,73.31,13.91,223.08,77.1,331.8,13.73,236.36,73.7,13.12,13.75,14.05,22.74,10.89,13.02
6/3/2019 11:51,16.54,24.16,73.19,10.52,413.68,80.9,73.38,13.95,229.15,76.9,334.51,13.61,236.67,73.7,13.12,13.75,14.08,22.74,10.85,13.02
6/3/2019 11:51,16.54,24.16,72.65,10.55,419.79,80.9,73.19,13.87,223.68,77,331.48,13.82,236.03,73.7,13.12,13.75,14.08,22.74,10.85,13.02
6/3/2019 11:51,16.54,24.16,72.65,10.45,416.62,80.9,73.44,13.85,222.95,77,335.98,13.52,236.54,73.7,13.12,13.75,14.08,22.74,10.85,13.02
6/3/2019 11:51,16.54,24.16,73.86,10.52,420.33,80.9,73.56,13.93,226.63,77,332.37,13.83,236.43,73.7,13.11,13.75,14.07,22.74,10.87,13.02
6/3/2019 11:51,16.54,24.16,74.13,10.48,418.41,80.9,73.19,13.84,228.72,77,331.42,13.72,236.01,73.7,13.11,13.75,14.07,22.74,10.87,13.02
6/3/2019 11:51,16.54,24.16,73.86,10.52,426.89,80.9,73.13,13.9,228.28,77.1,336.2,13.79,236.08,73.7,13.1,13.75,14.01,22.74,10.73,13.02
6/3/2019 11:51,16.54,24.16,73.05,10.52,418.92,80.9,73.19,13.87,226.42,76.9,340.23,13.61,235.89,73.7,13.1,13.75,14.01,22.74,10.73,13.02
6/3/2019 11:51,16.54,24.16,72.65,10.52,412.02,80.9,73.63,13.86,225.47,76.9,342.35,13.67,236.64,73.7,13.12,13.75,14.08,22.74,10.84,13.02
6/3/2019 11:51,16.54,24.16,72.92,10.48,418.96,80.9,73.5,13.91,228.63,77.1,334.51,13.7,235.9,73.7,13.12,13.75,14.08,22.74,10.84,13.02
6/3/2019 11:51,16.54,24.16,74,10.48,419.75,80.9,73.06,13.93,229.53,76.9,338.81,13.82,236.61,73.7,13.1,13.75,14.08,22.74,10.91,13.02
6/3/2019 11:52,16.54,24.16,74.13,10.48,422.04,80.9,73.13,13.93,225.93,77.1,337.46,13.7,236.09,73.7,13.1,13.75,14.08,22.74,10.91,13.02
6/3/2019 11:52,16.54,24.16,73.46,10.52,415.91,80.9,73.31,13.9,224.38,76.9,338.73,13.69,236.16,73.7,13.1,13.75,14.08,22.74,10.91,13.02
6/3/2019 11:52,16.54,24.16,72.52,10.52,422.91,80.9,73.69,13.93,228.15,77.1,338.11,13.69,236.59,73.7,13.09,13.75,14.09,22.74,10.75,13.02
6/3/2019 11:52,16.54,24.16,72.25,10.48,414.51,80.9,73.38,13.9,229.05,77.1,335.69,13.73,235.92,73.7,13.09,13.75,14.09,22.74,10.75,13.02
6/3/2019 11:52,16.54,24.16,72.78,10.48,419.74,80.9,73.31,13.91,223.33,76.9,331.93,13.77,236.67,73.7,13.1,13.75,14.05,22.74,10.83,13.02
6/3/2019 11:52,16.54,24.16,73.59,10.48,419.73,80.9,73.44,13.89,222.63,77.1,333.39,13.71,235.9,73.7,13.1,13.75,14.05,22.74,10.83,13.02
6/3/2019 11:52,16.54,24.16,73.32,10.52,425.11,80.9,73.38,13.86,227.62,76.9,335.37,13.7,236.64,73.7,13.11,13.75,14.09,22.74,10.83,13.02
6/3/2019 11:52,16.54,24.16,72.78,10.52,414.87,80.9,73.38,13.93,228.88,77,332.29,13.72,236.66,73.7,13.11,13.75,14.09,22.74,10.83,13.02
6/3/2019 11:52,16.54,24.16,72.25,10.48,419.72,80.9,73.06,13.9,224.5,77,334.81,13.67,236.31,73.7,13.11,13.75,14.09,22.74,10.83,13.02
6/3/2019 11:52,16.54,24.16,71.98,10.48,417.46,80.9,73.5,13.91,223.88,77,335.97,13.78,236.3,73.7,13.11,13.75,14.05,22.74,10.81,13.02
6/3/2019 11:52,16.54,24.16,72.92,10.45,420.52,80.9,73.69,13.91,226.02,76.9,338.57,13.65,235.93,73.7,13.11,13.75,14.05,22.74,10.81,13.02
6/3/2019 11:52,16.54,24.16,73.32,10.52,418.21,80.9,73.44,13.89,228.93,77.1,330.73,13.7,236.66,73.7,13.12,13.75,14.05,22.74,10.83,13.02
6/3/2019 11:52,16.54,24.16,72.38,10.55,427.49,80.9,73.06,13.87,229.15,76.9,335.25,13.62,235.87,73.7,13.12,13.75,14.05,22.74,10.83,13.02
6/3/2019 11:52,16.54,24.16,71.98,10.48,418.96,80.9,73.13,13.86,226.58,76.9,330.66,13.72,236.66,73.7,13.11,13.75,13.97,22.74,10.72,13.02
6/3/2019 11:52,16.54,24.16,72.11,10.48,412.17,80.9,73.5,13.91,225.12,77.1,333.05,13.66,235.94,73.7,13.11,13.75,14.1,22.74,10.81,13.02
6/3/2019 11:52,16.54,24.16,73.32,10.45,418.96,80.9,73.63,13.94,228.48,76.9,333.44,13.79,236.64,73.7,13.11,13.75,14.1,22.74,10.81,13.02
6/3/2019 11:52,16.54,24.16,73.32,10.52,419.74,80.9,73.19,13.94,229.13,77.1,339.65,13.62,235.9,73.7,13.11,13.75,14.1,22.74,10.81,13.02
6/3/2019 11:52,16.54,24.16,71.98,10.55,422.05,80.9,73.19,13.89,224.77,76.9,334.3,13.71,236.25,73.7,13.14,13.75,14.09,22.74,10.9,13.02
6/3/2019 11:52,16.54,24.16,72.11,10.48,415.09,80.9,73.19,13.86,223.12,77.1,334.6,13.85,235.96,73.7,13.14,13.75,14.09,22.74,10.9,13.02
6/3/2019 11:52,16.54,24.16,71.98,10.45,422.83,80.9,73.56,13.93,227.93,77.1,334.05,13.71,235.88,73.7,13.13,13.75,14.14,22.74,10.83,13.02
6/3/2019 11:52,16.54,24.16,72.78,10.48,414.05,80.9,73.38,13.93,228.83,77,333.91,13.66,236.42,73.7,13.13,13.75,14.14,22.74,10.83,13.02
6/3/2019 11:52,16.54,24.16,73.46,10.48,418.95,80.9,73.38,13.86,223.55,77,335.34,13.66,236.55,73.7,13.11,13.75,14.16,22.74,10.93,13.02
6/3/2019 11:52,16.54,24.16,72.92,10.52,425.16,80.9,73.5,13.86,222.72,77,340.14,13.59,235.88,73.7,13.11,13.75,14.16,22.74,10.93,13.02
6/3/2019 11:52,16.54,24.16,72.25,10.52,415.09,80.9,73.56,13.87,226.68,77,335.73,13.66,236.17,73.7,13.11,13.75,14.16,22.74,10.93,13.02
6/3/2019 11:52,16.54,24.16,71.84,10.52,418.15,80.9,73.44,13.87,228.48,77,339.21,13.62,235.87,73.7,13.12,13.75,14.13,22.74,10.88,13.02
6/3/2019 11:52,16.54,24.16,72.11,10.52,416.69,80.9,72.94,13.94,227.02,77,334.13,13.69,235.88,73.7,13.12,13.75,14.13,22.74,10.88,13.02
6/3/2019 11:52,16.54,24.16,73.19,10.45,419.73,80.9,73.5,13.85,226.03,77,333.72,13.59,235.9,73.7,13.13,13.75,14.09,22.74,10.9,13.02
6/3/2019 11:52,16.54,24.16,73.32,10.48,418.19,80.9,73.69,13.91,225.47,77.1,331.61,13.71,235.89,73.7,13.13,13.75,14.09,22.74,10.9,13.02
6/3/2019 11:52,16.54,24.16,73.05,10.48,426.58,80.9,73.63,13.85,228.55,77,339.73,13.75,235.87,73.7,13.13,13.75,14.16,22.74,10.87,13.02
6/3/2019 11:52,16.54,24.16,72.52,10.55,418.66,80.9,73.13,13.9,229.27,76.9,339.43,13.67,235.87,73.7,13.13,13.75,14.16,22.74,10.87,13.02
6/3/2019 11:52,16.54,24.16,72.25,10.52,411.93,80.9,72.94,13.89,225.9,77.1,332.53,13.56,235.88,73.7,13.13,13.75,14.16,22.74,10.87,13.02
6/3/2019 11:52,16.54,24.16,72.38,10.52,418.21,80.9,73.31,13.92,224.28,76.9,335.95,13.65,235.9,73.7,13.1,13.75,14.1,22.74,10.77,13.02
6/3/2019 11:52,16.54,24.16,73.46,10.42,419.38,80.9,73.44,13.91,228.1,77.1,333.84,13.75,235.95,73.7,13.1,13.75,14.1,22.74,10.77,13.02
6/3/2019 11:52,16.54,24.16,73.73,10.48,421.27,80.9,73.44,13.9,228.92,76.9,338.32,13.78,235.86,73.7,13.13,13.75,14.16,22.74,10.84,13.02
6/3/2019 11:52,16.54,24.16,73.32,10.52,413.57,80.9,73.25,13.93,223.2,76.9,340.34,13.62,235.88,73.7,13.13,13.75,14.16,22.74,10.84,13.02
6/3/2019 11:52,16.54,24.16,72.38,10.55,422.83,80.9,73.31,13.91,222.17,77.1,335.02,13.51,236.32,73.7,13.14,13.75,14.13,22.74,10.87,13.02
6/3/2019 11:52,16.54,24.16,71.71,10.52,413.56,80.9,73.38,13.9,227.2,76.9,333.34,13.66,235.89,73.7,13.14,13.75,14.13,22.74,10.87,13.02
6/3/2019 11:52,16.54,24.16,72.38,10.48,418.93,80.9,73.13,13.89,228.67,77.1,335.43,13.66,236.59,73.7,13.14,13.75,14.13,22.74,10.87,13.02
6/3/2019 11:52,16.54,24.16,73.46,10.48,417.43,80.9,73,13.85,223.55,76.9,336.52,13.61,235.89,73.7,13.13,13.75,14.08,22.74,10.83,13.02
6/3/2019 11:52,16.54,24.16,73.46,10.45,423.94,80.9,73.25,13.86,222.82,77.1,337.45,13.65,236.35,73.7,13.13,13.75,14.08,22.74,10.83,13.02
6/3/2019 11:52,16.54,24.16,72.78,10.52,413.66,80.9,73.44,13.89,225.6,77.1,334.21,13.83,236.52,73.7,13.12,13.75,14.16,22.74,10.89,13.02
6/3/2019 11:52,16.54,24.16,72.52,10.52,416.62,80.9,73.31,13.9,228.12,76.9,331.59,13.7,235.99,73.7,13.12,13.75,14.16,22.74,10.89,13.02
6/3/2019 11:52,16.54,24.16,72.52,10.52,415.89,80.9,72.81,13.93,228.63,77.1,336.66,13.74,236.64,73.7,13.12,13.75,14.11,22.74,10.85,13.02
6/3/2019 11:52,16.54,24.16,73.73,10.45,418.99,80.9,73.13,13.89,226.47,76.9,334.93,13.62,236.38,73.7,13.12,13.75,14.11,22.74,10.85,13.02
6/3/2019 11:52,16.54,24.16,73.59,10.52,418.07,80.9,73.38,13.89,225.28,77.1,333.18,13.81,236.52,73.7,13.12,13.75,14.11,22.74,10.85,13.02
6/3/2019 11:52,16.54,24.16,73.46,10.52,425.15,81,73.63,13.87,228.05,77.1,334.46,13.66,236.13,73.7,13.08,13.75,14.09,22.74,10.86,13.02
6/3/2019 11:52,16.54,24.16,72.52,10.52,418.26,81,73.25,13.92,228.75,76.9,336.08,13.72,236.11,73.7,12.81,13.75,17.56,22.74,10.95,13.02
6/3/2019 11:52,16.54,24.16,72.11,10.52,411.32,81,73,13.92,225.1,77.1,334.53,13.59,235.91,73.7,12.81,13.75,17.56,22.74,10.95,13.02
6/3/2019 11:52,16.54,24.16,72.65,10.48,417.41,81,73.25,13.91,223.55,77,340.25,13.63,235.89,73.7,12.76,13.75,17.53,22.74,10.93,13.02
6/3/2019 11:52,16.54,24.16,74.13,10.45,418.95,81,73.25,13.91,227.23,77.1,331.59,13.58,236.06,73.7,12.86,13.75,17.44,22.74,10.91,13.02
6/3/2019 11:52,16.54,24.16,73.73,10.48,420.6,81,73.38,13.89,228.85,77.1,333.97,13.67,235.92,73.7,12.86,13.75,17.44,22.74,10.91,13.02
6/3/2019 11:52,16.54,24.16,73.46,10.52,413.28,81,73.19,13.91,223.17,76.9,331.85,13.69,235.87,73.7,12.86,13.75,17.48,22.74,11.09,13.02
6/3/2019 11:52,16.54,24.16,72.25,10.52,422.05,81,73.25,13.89,222.17,77.1,334.06,13.58,235.9,73.7,12.86,13.75,17.48,22.74,11.09,13.02
6/3/2019 11:52,16.54,24.16,71.98,10.52,412.91,81,73.44,13.87,226.63,77,333.17,13.7,235.89,73.7,12.83,13.75,17.52,22.74,11.05,13.02
6/3/2019 11:52,16.54,24.16,73.19,10.45,418.21,81,73.19,13.93,228.23,77.1,332.47,13.57,235.89,73.7,12.77,13.75,17.48,22.74,10.97,13.02
6/3/2019 11:52,16.54,24.16,73.59,10.48,416.89,81,73.06,13.93,225.37,77.1,336.95,13.77,235.89,73.7,12.77,13.75,17.48,22.74,10.97,13.02
6/3/2019 11:52,16.54,24.16,73.73,10.52,424.24,81,73.25,13.89,224.55,77,335.45,13.65,235.91,73.7,12.84,13.75,17.44,22.74,11.11,13.02
6/3/2019 11:52,16.54,24.16,72.78,10.52,413.56,81,73.69,13.92,225.15,77.1,336.83,13.68,235.88,73.7,12.84,13.75,17.44,22.74,11.11,13.02
6/3/2019 11:52,16.54,24.16,72.38,10.55,415.65,81,73.56,13.87,227.93,77,327.95,13.78,236.07,73.7,12.77,13.75,17.46,22.74,10.99,13.02
6/3/2019 11:52,16.54,24.16,72.25,10.52,415.82,81,73.06,13.89,229.02,77,338.14,13.62,235.86,73.7,12.91,13.75,17.48,22.74,11.06,13.02
6/3/2019 11:53,16.54,24.16,73.59,10.45,418.18,81,73.25,13.86,226.03,77,332.83,13.71,235.88,73.7,12.91,13.75,17.48,22.74,11.06,13.02
6/3/2019 11:53,16.54,24.16,73.59,10.48,417.42,81,73.38,13.93,224.45,77,332.16,13.6,236.53,73.7,12.84,13.75,17.51,22.74,11.08,13.02
6/3/2019 11:53,16.54,24.16,73.19,10.52,423.82,81,73.69,13.92,227.77,77,331.38,13.71,236.48,73.7,12.84,13.75,17.51,22.74,11.08,13.02
6/3/2019 11:53,16.54,24.16,72.38,10.52,418.08,81,73.38,13.89,228.83,77,328.32,13.57,235.87,73.7,12.76,13.75,17.42,22.74,11.03,13.02
